Transaction_ID,Transaction_Amount_INR,Transaction_Type,Merchant_Category,Hour_of_Day,Day_of_Week,Is_New_Device,Is_New_Location,Distance_From_Home_KM,Account_Age_Days,Time_Since_Last_Transaction_Minutes,Is_Fraud
TXN-006392,8441.96,UPI,Others,17,4,0,0,31.47,2589,73.27,0
TXN-006393,2979.16,UPI,Entertainment,14,6,0,0,1.93,2982,58.98,0
TXN-006394,305.32,NEFT,Entertainment,13,5,0,0,8.17,3452,864.76,0
TXN-006395,1458.98,UPI,Utility Bills,18,0,0,0,5.51,2320,103.85,0
TXN-006396,6681.98,Card Payment,Electronics,6,1,0,0,15.07,1164,109.35,0
TXN-006397,547.18,UPI,Electronics,13,0,0,0,3.98,2321,363.78,0
TXN-006398,749.04,NEFT,Entertainment,19,1,0,0,1.54,315,420.31,0
TXN-006399,2870.44,UPI,Cash Withdrawal,17,3,0,0,7.19,804,184.22,0
TXN-006400,6015.89,UPI,Cash Withdrawal,9,3,0,0,1.39,380,4.58,0
TXN-006401,568.9,UPI,Electronics,20,1,0,0,0.54,3364,1.95,0
TXN-006402,5622.63,UPI,Utility Bills,8,6,0,0,10.2,3038,192.36,0
TXN-006403,1361.38,UPI,Utility Bills,18,5,0,1,0.2,2723,309.75,0
TXN-006404,365.0,Card Payment,Others,21,3,0,0,9.44,1735,239.21,0
TXN-006405,1422.5,NEFT,Electronics,5,0,0,0,14.83,1304,120.1,0
TXN-006406,4914.61,UPI,Utility Bills,15,4,0,0,53.43,3494,164.51,0
TXN-006407,6706.54,UPI,Jewelry,8,0,0,1,4.25,3216,292.88,0
TXN-006408,1481.27,UPI,Grocery,7,4,0,0,1.73,3057,50.16,0
TXN-006409,905.78,UPI,Electronics,15,3,1,0,2.82,1087,85.03,0
TXN-006410,1892.21,Card Payment,Electronics,19,6,0,0,0.48,3386,313.0,0
TXN-006411,378.32,UPI,Electronics,7,4,0,0,12.66,1162,61.49,0
TXN-006412,61.54,Card Payment,Cash Withdrawal,13,2,0,0,12.13,2812,528.24,0
TXN-006413,1779.76,ATM Withdrawal,Cash Withdrawal,22,5,1,0,11.08,3274,234.98,0
TXN-006414,982.13,NEFT,Cash Withdrawal,10,0,0,0,3.94,3249,321.99,0
TXN-006415,600.01,UPI,Grocery,10,6,0,0,3.76,1222,50.22,0
TXN-006416,1194.81,UPI,Entertainment,9,6,0,1,19.45,1265,122.11,0
TXN-006417,898.4,Card Payment,Grocery,21,2,0,0,10.7,1939,27.21,0
TXN-006418,542.88,Card Payment,Entertainment,17,3,0,1,40.02,2887,36.39,0
TXN-006419,1644.66,NEFT,Electronics,12,1,0,0,0.55,3421,110.9,0
TXN-006420,2618.31,UPI,Utility Bills,12,5,0,0,8.4,1671,339.3,0
TXN-006421,85.13,Card Payment,Jewelry,18,0,0,0,5.34,36,3.49,0
TXN-006422,1473.23,UPI,Electronics,20,1,0,0,2.64,1851,282.06,0
TXN-006423,5356.93,UPI,Entertainment,15,2,1,0,15.7,3134,11.31,0
TXN-006424,15289.99,ATM Withdrawal,Cash Withdrawal,11,6,0,0,2.76,3248,412.69,0
TXN-006425,758.44,UPI,Cash Withdrawal,20,4,0,0,13.96,527,93.39,0
TXN-006426,570.52,ATM Withdrawal,Electronics,7,1,0,0,5.09,3528,214.53,0
TXN-006427,34164.41,UPI,Utility Bills,8,4,0,0,0.8,3525,11.43,0
TXN-006428,1427.01,UPI,Electronics,16,5,0,0,8.17,1938,335.41,0
TXN-006429,1832.17,ATM Withdrawal,Jewelry,21,5,0,0,3.69,712,95.29,0
TXN-006430,4025.03,UPI,Grocery,18,1,0,0,42.59,1967,599.76,0
TXN-006431,892.66,ATM Withdrawal,Utility Bills,20,3,0,0,3.53,2158,60.79,0
TXN-006432,715.45,ATM Withdrawal,Grocery,10,1,0,0,34.31,382,152.64,0
TXN-006433,6770.55,ATM Withdrawal,Grocery,18,0,0,0,30.67,244,55.73,0
TXN-006434,503.56,Card Payment,Grocery,13,5,0,0,4.01,3621,72.02,0
TXN-006435,314.28,Wire Transfer,Grocery,12,2,0,0,6.69,317,17.92,0
TXN-006436,1389.29,NEFT,Electronics,18,5,0,0,1.08,2361,9.35,0
TXN-006437,4547.52,UPI,Utility Bills,15,0,0,0,4.28,1997,38.23,0
TXN-006438,3041.03,UPI,Cash Withdrawal,17,4,0,0,2.2,965,67.89,0
TXN-006439,7094.77,UPI,Utility Bills,22,4,0,0,14.33,2733,237.82,0
TXN-006440,401.61,ATM Withdrawal,Entertainment,12,6,0,0,4.38,2456,76.35,0
TXN-006441,3554.2,UPI,Others,9,5,0,0,14.99,181,187.56,0
TXN-006442,2597.36,Card Payment,Electronics,6,0,0,0,3.09,3198,115.93,0
TXN-006443,4380.98,NEFT,Utility Bills,14,3,0,0,5.14,1564,16.42,0
TXN-006444,601.5,UPI,Entertainment,12,4,0,1,2.88,1943,357.31,0
TXN-006445,19499.34,NEFT,Grocery,12,2,0,0,0.03,2639,2.04,0
TXN-006446,2744.34,UPI,Others,12,0,0,0,4.77,1228,211.58,0
TXN-006447,891.88,Card Payment,Utility Bills,7,4,0,0,5.26,1568,120.41,0
TXN-006448,2288.71,UPI,Grocery,14,6,0,0,36.87,3261,91.54,0
TXN-006449,3311.91,UPI,Cash Withdrawal,17,6,0,0,7.72,1581,165.4,0
TXN-006450,1036.09,Card Payment,Cash Withdrawal,20,6,0,0,0.91,702,109.14,0
TXN-006451,1679.67,ATM Withdrawal,Utility Bills,11,2,0,0,7.65,2546,35.39,0
TXN-006452,2710.7,Card Payment,Electronics,12,5,0,0,3.04,1173,57.11,0
TXN-006453,4433.07,Card Payment,Grocery,18,4,0,0,3.0,3175,190.06,0
TXN-006454,1014.93,UPI,Electronics,15,0,0,0,1.09,1769,101.74,0
TXN-006455,12290.05,ATM Withdrawal,Grocery,13,1,0,0,4.37,3231,155.8,0
TXN-006456,1440.22,Card Payment,Entertainment,16,0,0,0,2.75,1417,66.64,0
TXN-006457,236.83,Card Payment,Travel,8,5,0,1,4.35,2015,101.77,0
TXN-006458,1701.01,UPI,Entertainment,8,3,0,0,5.69,1124,104.06,0
TXN-006459,522.93,UPI,Electronics,8,3,0,0,22.65,1588,50.36,0
TXN-006460,5726.34,UPI,Grocery,12,6,0,0,6.81,2771,201.14,0
TXN-006461,425.59,UPI,Entertainment,7,4,0,0,3.41,237,75.09,0
TXN-006462,1726.25,NEFT,Jewelry,8,2,0,0,11.58,1297,86.32,0
TXN-006463,873.29,ATM Withdrawal,Electronics,12,2,0,0,3.88,3127,147.12,0
TXN-006464,1077.71,NEFT,Electronics,12,3,0,0,4.35,391,137.46,0
TXN-006465,1828.62,Card Payment,Grocery,16,4,0,0,4.11,3218,240.83,0
TXN-006466,2207.41,Card Payment,Electronics,9,2,0,0,0.56,133,210.97,0
TXN-006467,3922.99,NEFT,Grocery,7,3,0,0,26.63,354,59.01,0
TXN-006468,18165.18,UPI,Utility Bills,14,0,0,0,7.08,2622,38.26,0
TXN-006469,5874.85,UPI,Grocery,23,4,0,0,0.23,1822,69.42,0
TXN-006470,3359.83,ATM Withdrawal,Others,14,0,0,0,4.49,625,152.88,0
TXN-006471,483.52,Card Payment,Grocery,9,3,0,1,10.07,3184,47.2,0
TXN-006472,1637.1,NEFT,Entertainment,19,5,0,0,1.52,2714,33.52,0
TXN-006473,1169.69,Card Payment,Cash Withdrawal,9,1,0,0,3.88,1801,239.72,0
TXN-006474,1326.76,Card Payment,Others,11,6,0,0,0.3,1978,231.81,0
TXN-006475,5588.83,UPI,Grocery,16,2,0,0,0.06,3025,86.6,0
TXN-006476,6738.43,UPI,Grocery,17,1,0,0,11.69,231,415.63,0
TXN-006477,2616.06,NEFT,Electronics,11,2,0,0,7.61,2853,7.59,0
TXN-006478,2266.27,UPI,Travel,13,0,0,0,20.3,2258,215.17,0
TXN-006479,3325.41,UPI,Utility Bills,13,3,0,0,6.48,3488,207.46,0
TXN-006480,640.12,ATM Withdrawal,Grocery,10,0,0,0,1.25,1369,16.86,0
TXN-006481,1757.76,Card Payment,Cash Withdrawal,15,1,0,0,2.68,2621,27.94,0
TXN-006482,1418.14,ATM Withdrawal,Travel,11,0,0,0,0.16,2640,95.63,0
TXN-006483,10022.46,UPI,Utility Bills,23,5,0,0,2.48,950,125.37,0
TXN-006484,1072.81,UPI,Utility Bills,10,5,0,0,3.69,531,226.0,0
TXN-006485,1366.56,UPI,Utility Bills,18,6,0,0,2.5,3229,358.64,0
TXN-006486,442.38,UPI,Utility Bills,10,2,0,0,3.05,246,60.04,0
TXN-006487,346.11,Card Payment,Grocery,21,2,0,0,11.24,791,273.5,0
TXN-006488,1726.8,Card Payment,Utility Bills,13,1,0,0,8.21,3110,394.53,0
TXN-006489,1076.34,UPI,Others,13,1,0,0,16.62,744,542.66,0
TXN-006490,14940.04,Wire Transfer,Jewelry,5,2,1,1,2325.1,3496,391.34,1
TXN-006491,5671.33,Card Payment,Grocery,21,0,0,0,0.57,128,58.43,0
TXN-006492,383.64,UPI,Grocery,17,4,0,0,9.38,619,98.68,0
TXN-006493,2408.67,Card Payment,Jewelry,6,4,0,0,1.09,2355,23.54,0
TXN-006494,2160.54,UPI,Electronics,20,5,0,0,2.1,3070,52.6,0
TXN-006495,660.74,Card Payment,Travel,7,5,1,0,0.08,2768,644.57,0
TXN-006496,1030.79,UPI,Electronics,19,0,0,0,3.18,1616,416.6,0
TXN-006497,147.11,UPI,Electronics,13,3,0,0,5.41,2381,216.11,0
TXN-006498,2971.87,Card Payment,Utility Bills,6,2,0,0,0.11,199,475.34,0
TXN-006499,3246.7,UPI,Travel,19,6,0,0,6.63,1256,315.9,0
TXN-006500,2104.91,Card Payment,Electronics,21,6,1,0,3.86,666,269.65,0
TXN-006501,1063.09,NEFT,Grocery,19,1,0,0,4.52,2343,47.64,0
TXN-006502,3922.81,UPI,Utility Bills,15,6,0,0,1.22,694,77.49,0
TXN-006503,1953.66,UPI,Cash Withdrawal,10,3,0,1,0.46,3269,52.41,0
TXN-006504,1092.14,Card Payment,Grocery,9,0,0,0,2.21,962,9.23,0
TXN-006505,378.46,UPI,Electronics,10,2,0,0,2.28,753,54.57,0
TXN-006506,611.42,NEFT,Utility Bills,17,0,0,1,12.73,1380,244.89,0
TXN-006507,6248.46,UPI,Grocery,7,6,0,0,5.44,1024,15.39,0
TXN-006508,1691.98,ATM Withdrawal,Cash Withdrawal,13,5,0,0,1.04,1772,30.1,0
TXN-006509,2527.04,NEFT,Utility Bills,9,3,0,0,5.12,1228,71.78,0
TXN-006510,678.12,ATM Withdrawal,Grocery,20,0,0,0,9.86,367,280.86,0
TXN-006511,790.57,Card Payment,Grocery,9,3,0,0,2.81,3635,44.03,0
TXN-006512,1091.46,Card Payment,Grocery,8,4,0,0,2.26,2128,69.5,0
TXN-006513,1242.67,UPI,Grocery,22,0,0,0,9.77,2143,147.95,0
TXN-006514,489.3,Card Payment,Grocery,11,5,0,0,12.83,59,37.41,0
TXN-006515,1514.21,UPI,Utility Bills,20,2,0,0,21.57,615,1.31,0
TXN-006516,1364.56,Card Payment,Electronics,15,3,0,0,4.97,3604,64.65,0
TXN-006517,2448.57,Card Payment,Others,13,3,0,0,0.47,945,122.14,0
TXN-006518,857.87,UPI,Grocery,10,2,0,0,15.85,2146,32.36,0
TXN-006519,3516.67,UPI,Utility Bills,10,0,0,0,3.87,3634,456.72,0
TXN-006520,515.83,Card Payment,Grocery,11,4,0,0,0.35,2717,64.88,0
TXN-006521,4627.74,UPI,Utility Bills,15,4,0,0,0.17,1124,74.85,0
TXN-006522,637.93,UPI,Utility Bills,7,3,0,0,2.17,148,84.1,0
TXN-006523,3211.71,UPI,Grocery,20,6,0,0,14.47,3018,211.6,0
TXN-006524,1332.56,Card Payment,Utility Bills,22,0,0,0,0.32,1856,90.8,0
TXN-006525,248.06,NEFT,Utility Bills,9,2,0,0,3.56,824,73.98,0
TXN-006526,337.5,UPI,Utility Bills,8,5,0,0,11.62,1116,59.35,0
TXN-006527,1815.43,Card Payment,Grocery,18,3,0,0,1.25,3204,24.34,0
TXN-006528,2696.18,Card Payment,Grocery,12,3,0,0,8.83,49,23.01,0
TXN-006529,419.37,Wire Transfer,Electronics,9,2,0,0,9.56,2410,54.58,0
TXN-006530,2799.12,UPI,Cash Withdrawal,18,5,0,0,8.94,3417,80.5,0
TXN-006531,2778.86,UPI,Cash Withdrawal,8,6,0,1,3.37,279,34.82,0
TXN-006532,888.77,Card Payment,Cash Withdrawal,12,2,0,0,0.88,3588,30.74,0
TXN-006533,991.33,UPI,Cash Withdrawal,8,0,0,0,0.19,1868,453.06,0
TXN-006534,594.6,Card Payment,Cash Withdrawal,14,2,0,0,4.35,1073,143.12,0
TXN-006535,3574.29,NEFT,Grocery,18,6,0,0,9.66,1144,316.01,0
TXN-006536,573.27,NEFT,Utility Bills,11,0,0,0,2.0,1060,16.81,0
TXN-006537,381.89,NEFT,Entertainment,7,3,0,0,4.29,2992,340.77,0
TXN-006538,1763.99,UPI,Grocery,20,5,0,0,12.9,3316,323.12,0
TXN-006539,5515.33,UPI,Grocery,19,6,0,0,5.37,41,211.03,0
TXN-006540,5245.21,NEFT,Grocery,22,2,0,0,2.73,3560,12.75,0
TXN-006541,5494.9,ATM Withdrawal,Entertainment,11,6,0,0,14.13,1526,252.56,0
TXN-006542,981.72,Card Payment,Grocery,8,5,0,0,2.82,464,260.31,0
TXN-006543,780.8,UPI,Grocery,13,3,1,1,7.4,3397,0.51,1
TXN-006544,596.56,Card Payment,Travel,13,5,0,1,17.46,1287,171.22,0
TXN-006545,754.8,UPI,Entertainment,20,2,0,0,1.1,1775,99.19,0
TXN-006546,4081.88,ATM Withdrawal,Cash Withdrawal,15,5,0,0,18.81,554,131.76,0
TXN-006547,1721.18,Card Payment,Cash Withdrawal,16,0,0,0,1.52,406,298.92,0
TXN-006548,999.6,Card Payment,Grocery,14,1,0,0,3.31,3316,26.42,0
TXN-006549,345.28,NEFT,Others,17,3,0,0,7.84,2967,4.84,0
TXN-006550,5734.15,Card Payment,Entertainment,15,0,0,0,19.71,1403,41.92,0
TXN-006551,7167.04,Card Payment,Entertainment,21,0,0,0,45.7,1324,42.12,0
TXN-006552,3325.13,NEFT,Others,8,1,0,0,2.87,2901,158.81,0
TXN-006553,2083.8,Card Payment,Utility Bills,9,3,0,0,0.93,466,540.03,0
TXN-006554,2958.64,UPI,Cash Withdrawal,16,4,0,0,15.9,483,32.09,0
TXN-006555,8503.47,UPI,Utility Bills,23,6,0,0,7.32,3460,242.83,0
TXN-006556,4741.92,Card Payment,Cash Withdrawal,7,0,0,0,3.79,2208,11.95,0
TXN-006557,3638.87,NEFT,Electronics,17,6,0,0,1.92,1407,783.53,0
TXN-006558,2521.18,UPI,Grocery,14,4,0,0,33.26,383,276.58,0
TXN-006559,2647.44,UPI,Grocery,12,4,0,0,8.36,2119,736.74,0
TXN-006560,4458.91,UPI,Grocery,6,5,0,0,4.0,2797,1197.3,0
TXN-006561,216.96,UPI,Grocery,12,4,0,0,0.95,2472,327.41,0
TXN-006562,3373.37,Card Payment,Utility Bills,16,2,0,1,8.75,2503,420.22,0
TXN-006563,2691.88,NEFT,Jewelry,18,5,0,0,12.87,2445,480.05,0
TXN-006564,3049.22,UPI,Others,10,0,0,0,4.51,2887,47.58,0
TXN-006565,13118.87,UPI,Utility Bills,9,6,0,0,3.45,2508,24.15,0
TXN-006566,555.03,Card Payment,Travel,15,2,0,0,0.17,1881,240.72,0
TXN-006567,1620.0,UPI,Electronics,16,5,0,0,21.87,1906,325.97,0
TXN-006568,861.23,ATM Withdrawal,Grocery,7,0,0,0,2.78,1350,188.14,0
TXN-006569,1100.92,UPI,Grocery,11,3,0,0,11.78,822,29.55,0
TXN-006570,1917.55,UPI,Entertainment,7,5,0,0,4.87,3137,58.92,0
TXN-006571,5109.5,ATM Withdrawal,Cash Withdrawal,8,1,0,0,8.16,55,556.44,0
TXN-006572,172.22,UPI,Grocery,9,6,0,1,7.34,1582,230.44,0
TXN-006573,5479.97,Card Payment,Grocery,10,2,0,0,1.73,3584,79.32,0
TXN-006574,3626.98,ATM Withdrawal,Grocery,18,0,0,0,28.54,379,58.18,0
TXN-006575,2443.6,ATM Withdrawal,Electronics,14,6,0,0,2.79,276,49.67,0
TXN-006576,2983.11,UPI,Utility Bills,7,1,0,0,4.4,274,59.31,0
TXN-006577,566.24,UPI,Electronics,16,2,0,0,8.88,1905,106.27,0
TXN-006578,2523.53,UPI,Entertainment,11,3,0,0,28.69,1596,1.0,0
TXN-006579,1324.14,NEFT,Jewelry,11,4,0,0,10.38,2803,85.19,0
TXN-006580,2662.77,Card Payment,Grocery,12,6,0,0,3.64,3338,57.28,0
TXN-006581,2780.66,NEFT,Utility Bills,11,6,0,0,6.6,1975,387.69,0
TXN-006582,3532.17,Card Payment,Utility Bills,21,2,0,0,5.05,1755,82.04,0
TXN-006583,415.69,UPI,Cash Withdrawal,12,6,0,0,5.68,1734,243.39,0
TXN-006584,1734.49,Card Payment,Electronics,16,5,0,0,25.33,3528,120.77,0
TXN-006585,906.56,UPI,Travel,7,0,0,0,8.9,3183,207.87,0
TXN-006586,1112.25,NEFT,Cash Withdrawal,13,2,0,0,5.43,821,179.83,0
TXN-006587,461.32,UPI,Cash Withdrawal,10,5,0,0,7.02,3111,152.65,0
TXN-006588,9041.98,UPI,Utility Bills,18,2,0,0,4.51,886,95.65,0
TXN-006589,7928.69,Wire Transfer,Travel,18,2,1,1,2945.15,1560,70.12,1
TXN-006590,525.58,Card Payment,Grocery,17,2,0,0,2.62,2032,55.51,0
TXN-006591,88.81,UPI,Utility Bills,10,0,0,0,2.29,360,94.7,0
TXN-006592,1705.72,Card Payment,Utility Bills,21,2,1,0,1.89,3558,16.67,0
TXN-006593,1378.05,Card Payment,Entertainment,8,5,0,0,7.69,2326,146.39,0
TXN-006594,1472.28,UPI,Jewelry,17,2,0,0,4.41,1766,593.26,0
TXN-006595,499.41,Card Payment,Utility Bills,11,0,0,0,37.54,2635,204.59,0
TXN-006596,1588.63,UPI,Grocery,13,4,0,0,3.11,3359,102.0,0
TXN-006597,1444.96,NEFT,Electronics,11,1,0,0,8.14,3151,69.49,0
TXN-006598,2729.37,Card Payment,Grocery,6,1,0,0,0.43,1787,33.28,0
TXN-006599,4211.04,UPI,Cash Withdrawal,20,6,0,0,7.84,2851,75.61,0
TXN-006600,1471.65,ATM Withdrawal,Electronics,18,4,1,0,13.35,2670,3.38,1
TXN-006601,16514.91,Card Payment,Cash Withdrawal,17,5,0,1,2.36,3354,159.08,0
TXN-006602,3687.29,Card Payment,Entertainment,8,6,0,0,0.28,705,177.1,0
TXN-006603,4079.22,UPI,Others,21,5,0,0,22.11,3096,56.2,0
TXN-006604,5430.61,NEFT,Jewelry,17,3,0,1,16.65,2005,77.44,0
TXN-006605,4123.27,Card Payment,Cash Withdrawal,11,2,0,0,8.62,974,27.91,0
TXN-006606,186.87,UPI,Utility Bills,20,1,0,0,5.0,3166,97.01,0
TXN-006607,906.08,Card Payment,Utility Bills,12,3,0,0,9.6,2374,219.85,0
TXN-006608,3777.45,NEFT,Electronics,16,6,0,0,5.46,2459,180.38,0
TXN-006609,929.74,UPI,Entertainment,11,6,0,0,33.85,1172,67.14,0
TXN-006610,1240.01,UPI,Electronics,22,2,0,0,11.28,531,98.04,0
TXN-006611,4453.06,UPI,Entertainment,18,6,0,0,1.47,444,195.24,0
TXN-006612,4873.62,Card Payment,Entertainment,19,6,0,0,4.56,2662,147.01,0
TXN-006613,386.46,UPI,Utility Bills,14,6,0,0,16.73,910,157.35,0
TXN-006614,2470.8,UPI,Electronics,16,1,0,0,3.05,1977,150.52,0
TXN-006615,126.41,UPI,Grocery,16,0,0,0,11.9,2533,411.72,0
TXN-006616,10759.14,Wire Transfer,Jewelry,20,1,1,1,421.38,1266,791.16,1
TXN-006617,1937.14,NEFT,Grocery,22,1,0,0,25.76,1073,598.12,0
TXN-006618,3417.03,UPI,Jewelry,8,5,0,0,0.92,348,272.65,0
TXN-006619,2780.51,ATM Withdrawal,Utility Bills,8,1,0,0,4.57,326,196.14,0
TXN-006620,13936.86,Wire Transfer,Jewelry,23,3,1,1,1281.5,2152,206.25,1
TXN-006621,1389.11,Card Payment,Electronics,13,3,0,0,4.71,1326,222.01,0
TXN-006622,282.57,Card Payment,Grocery,7,0,0,0,11.56,2214,32.2,0
TXN-006623,2866.01,Card Payment,Electronics,12,1,0,0,4.3,1337,213.39,0
TXN-006624,1452.85,Card Payment,Entertainment,8,0,0,0,0.35,1749,238.03,0
TXN-006625,2874.92,UPI,Utility Bills,18,6,0,0,3.71,609,257.67,0
TXN-006626,1390.92,UPI,Entertainment,10,5,0,0,13.62,2147,169.92,0
TXN-006627,1925.31,UPI,Electronics,20,2,0,0,4.68,1927,80.3,0
TXN-006628,880.33,NEFT,Entertainment,9,2,0,0,3.89,958,61.18,0
TXN-006629,7070.44,UPI,Travel,14,0,0,0,2.97,1353,85.47,0
TXN-006630,3558.68,NEFT,Utility Bills,9,2,0,0,2.69,1002,123.01,0
TXN-006631,579.52,Card Payment,Cash Withdrawal,13,5,0,0,6.45,3068,47.65,0
TXN-006632,717.17,Card Payment,Utility Bills,7,3,0,0,38.12,561,298.89,0
TXN-006633,2312.96,UPI,Entertainment,16,0,0,0,7.99,2387,87.02,0
TXN-006634,8278.76,Card Payment,Grocery,20,2,0,0,4.61,1806,235.87,0
TXN-006635,1228.39,UPI,Entertainment,18,4,0,0,3.87,2853,24.36,0
TXN-006636,4629.2,Card Payment,Entertainment,16,5,0,0,7.59,137,42.77,0
TXN-006637,2363.12,Card Payment,Grocery,22,0,0,0,25.08,2220,35.13,0
TXN-006638,663.67,NEFT,Entertainment,6,4,0,1,9.39,1259,328.76,0
TXN-006639,1805.82,ATM Withdrawal,Entertainment,8,5,0,1,0.5,2353,12.64,0
TXN-006640,2149.43,ATM Withdrawal,Utility Bills,19,5,0,0,1.62,860,161.39,0
TXN-006641,692.55,UPI,Utility Bills,18,4,0,0,1.5,2399,61.23,0
TXN-006642,1135.75,UPI,Others,21,1,1,0,11.27,1469,93.19,0
TXN-006643,5699.41,NEFT,Grocery,10,5,0,0,5.28,3549,539.24,0
TXN-006644,1522.24,UPI,Electronics,19,5,0,0,21.15,3369,297.9,0
TXN-006645,5099.27,NEFT,Grocery,17,2,0,0,18.54,3133,70.85,0
TXN-006646,910.1,Card Payment,Utility Bills,7,6,0,0,14.17,662,31.7,0
TXN-006647,37955.87,UPI,Grocery,10,0,0,0,0.93,3107,25.54,0
TXN-006648,271.56,NEFT,Grocery,17,1,0,1,1.46,1400,3.51,0
TXN-006649,17754.29,Card Payment,Electronics,12,5,0,0,13.87,2924,78.37,0
TXN-006650,2967.13,NEFT,Grocery,7,4,0,0,0.95,3110,267.24,0
TXN-006651,2478.92,UPI,Entertainment,7,4,0,0,6.75,1029,238.7,0
TXN-006652,5936.9,UPI,Grocery,19,2,0,0,23.96,2790,222.0,0
TXN-006653,8013.99,ATM Withdrawal,Utility Bills,6,5,0,0,0.73,872,42.16,0
TXN-006654,2061.42,Card Payment,Utility Bills,12,3,0,0,2.71,831,619.41,0
TXN-006655,814.09,UPI,Electronics,19,5,0,0,2.46,2923,45.68,0
TXN-006656,514.85,NEFT,Utility Bills,9,1,0,0,10.23,1485,86.01,0
TXN-006657,4066.43,UPI,Cash Withdrawal,13,2,0,0,4.22,2769,407.71,0
TXN-006658,7037.63,UPI,Entertainment,17,0,0,0,6.81,1601,611.69,0
TXN-006659,811.77,UPI,Utility Bills,15,4,0,0,17.88,2626,45.86,0
TXN-006660,3435.36,UPI,Grocery,14,5,0,0,11.22,1633,12.82,0
TXN-006661,476.19,UPI,Utility Bills,11,0,0,0,5.52,503,153.01,0
TXN-006662,2870.52,UPI,Grocery,16,4,0,0,15.34,2278,146.57,0
TXN-006663,366.79,UPI,Grocery,12,4,0,0,12.91,2516,128.38,0
TXN-006664,8009.48,UPI,Electronics,18,6,0,0,3.01,1991,73.58,0
TXN-006665,2091.78,Card Payment,Utility Bills,18,0,0,0,0.5,51,107.77,0
TXN-006666,4446.31,ATM Withdrawal,Grocery,18,2,0,0,7.55,936,307.36,0
TXN-006667,1394.91,UPI,Entertainment,9,3,0,1,2.62,1529,156.45,0
TXN-006668,2341.7,UPI,Entertainment,15,5,0,0,9.38,2020,145.68,0
TXN-006669,1270.19,UPI,Jewelry,11,6,0,0,11.87,1422,80.59,0
TXN-006670,4042.59,UPI,Cash Withdrawal,20,6,0,0,7.02,3446,126.71,0
TXN-006671,2893.52,NEFT,Entertainment,7,5,0,0,7.86,2443,211.38,0
TXN-006672,269.89,UPI,Utility Bills,9,2,0,0,16.6,554,69.32,0
TXN-006673,1634.85,Card Payment,Cash Withdrawal,8,2,0,0,24.26,189,312.24,0
TXN-006674,3478.82,ATM Withdrawal,Grocery,10,6,0,0,5.2,728,153.46,0
TXN-006675,2443.99,UPI,Utility Bills,20,5,0,0,9.88,1500,227.26,0
TXN-006676,1100.71,Card Payment,Entertainment,10,0,0,0,1.99,1108,564.81,0
TXN-006677,1497.09,NEFT,Utility Bills,16,3,0,0,10.95,1303,32.52,0
TXN-006678,602.41,Card Payment,Grocery,8,1,0,0,1.47,2803,516.95,0
TXN-006679,1665.29,NEFT,Grocery,16,4,0,0,20.81,2850,299.83,0
TXN-006680,13014.34,Card Payment,Electronics,10,1,0,0,3.62,1601,113.93,0
TXN-006681,4018.68,Card Payment,Entertainment,13,0,0,0,24.36,3051,338.12,0
TXN-006682,108.11,UPI,Grocery,10,6,0,0,4.0,671,69.54,0
TXN-006683,1060.85,NEFT,Travel,12,2,0,1,9.5,3151,40.51,0
TXN-006684,118.32,UPI,Travel,14,6,0,0,5.26,360,11.4,0
TXN-006685,3463.93,Card Payment,Travel,12,4,0,0,3.81,2600,286.95,0
TXN-006686,2523.38,NEFT,Entertainment,8,6,0,0,26.13,612,124.31,0
TXN-006687,964.64,NEFT,Entertainment,5,0,0,0,7.35,3326,205.09,0
TXN-006688,975.56,UPI,Grocery,8,4,0,1,5.7,269,18.86,0
TXN-006689,352.99,UPI,Grocery,16,0,0,0,10.6,2606,101.53,0
TXN-006690,5577.57,Card Payment,Entertainment,16,4,0,0,1.01,1250,339.18,0
TXN-006691,1469.32,UPI,Grocery,9,2,0,0,21.46,1244,6.67,0
TXN-006692,4451.58,Card Payment,Travel,20,6,0,0,1.11,3158,268.93,0
TXN-006693,2377.55,NEFT,Entertainment,8,6,0,0,0.63,2214,16.66,0
TXN-006694,1692.1,ATM Withdrawal,Grocery,10,0,0,0,48.59,1697,31.79,0
TXN-006695,3001.35,Card Payment,Grocery,21,1,0,1,5.13,1359,223.39,0
TXN-006696,2664.29,UPI,Others,23,0,1,0,37.71,1070,0.52,1
TXN-006697,15446.73,NEFT,Others,11,4,0,0,9.59,164,153.97,0
TXN-006698,852.86,UPI,Entertainment,11,4,0,0,0.81,2331,73.62,0
TXN-006699,2152.52,UPI,Grocery,1,0,0,0,4.25,3032,171.37,0
TXN-006700,699.89,Card Payment,Grocery,8,0,0,0,17.26,3524,55.96,0
TXN-006701,187.43,NEFT,Cash Withdrawal,15,2,0,0,1.35,2315,117.5,0
TXN-006702,1076.96,ATM Withdrawal,Utility Bills,19,2,0,0,9.4,2488,121.69,0
TXN-006703,3367.77,Card Payment,Grocery,10,2,0,0,10.1,3372,125.67,0
TXN-006704,680.32,UPI,Utility Bills,14,6,0,0,5.98,1899,697.55,0
TXN-006705,40521.03,NEFT,Utility Bills,4,1,1,1,1548.78,1531,871.94,1
TXN-006706,1011.72,Card Payment,Electronics,7,2,1,0,6.34,224,56.8,0
TXN-006707,4010.66,UPI,Grocery,10,6,0,0,16.16,3056,167.63,0
