User_ID,Age,Annual_Income_INR,Current_Savings_INR,Monthly_Disposable_Income_INR,Tax_Bracket,Financial_Goal,Risk_Appetite_Score,Investment_Horizon_Months,Recommended_Asset_Class,Historical_Portfolio_ROI
SWT-00824,53,1449000.0,3579000.0,40600.0,20%,Wealth Creation,6,43,Mutual Funds,10.06
SWT-00825,48,2065000.0,5584000.0,75500.0,30%,Tax Saving,7,82,Mutual Funds,18.6
SWT-00826,57,2132000.0,14436000.0,77000.0,30%,Retirement,5,45,Gold,6.71
SWT-00827,53,3543000.0,13125000.0,140200.0,30%,Retirement,9,97,Mutual Funds,10.81
SWT-00828,47,4374000.0,15765000.0,241800.0,30%,Retirement,7,88,Mutual Funds,6.32
SWT-00829,46,4123000.0,11838000.0,201100.0,30%,Retirement,7,92,Mutual Funds,12.16
SWT-00830,46,2759000.0,5310000.0,111800.0,30%,Short-term Gain,7,83,Mutual Funds,11.52
SWT-00831,36,1242000.0,1685000.0,38800.0,20%,Short-term Gain,7,71,Mutual Funds,14.82
SWT-00832,23,2279000.0,293000.0,85700.0,30%,Short-term Gain,9,82,Mutual Funds,7.72
SWT-00833,52,4446000.0,25000000.0,251300.0,30%,Short-term Gain,7,85,Gold,5.63
SWT-00834,53,4068000.0,25000000.0,195000.0,30%,Retirement,7,48,Gold,9.61
SWT-00835,54,3133000.0,25000000.0,144500.0,30%,Wealth Creation,7,84,Mutual Funds,18.79
SWT-00836,19,1234000.0,10000.0,36600.0,20%,Wealth Creation,9,114,Equity/Stocks,21.56
SWT-00837,32,2123000.0,2223000.0,78600.0,30%,Retirement,9,92,Mutual Funds,22.47
SWT-00838,41,5308000.0,13436000.0,296800.0,30%,Retirement,8,86,Mutual Funds,14.6
SWT-00839,40,1802000.0,4331000.0,66100.0,30%,Tax Saving,8,87,Mutual Funds,14.4
SWT-00840,56,1809000.0,6722000.0,63900.0,30%,Retirement,6,57,Gold,10.2
SWT-00841,37,3706000.0,11484000.0,166500.0,30%,Retirement,9,105,Equity/Stocks,31.2
SWT-00842,31,2142000.0,1492000.0,72600.0,30%,Retirement,9,111,Equity/Stocks,28.39
SWT-00843,59,1685000.0,7118000.0,54600.0,30%,Retirement,6,58,Gold,4.48
SWT-00844,59,4009000.0,25000000.0,183300.0,30%,Wealth Creation,6,49,Gold,10.59
SWT-00845,38,3218000.0,8062000.0,127300.0,30%,Retirement,8,99,Mutual Funds,12.98
SWT-00846,57,2268000.0,7455000.0,68800.0,30%,Wealth Creation,6,34,Bonds,5.25
SWT-00847,23,1394000.0,194000.0,37300.0,20%,Retirement,8,104,Mutual Funds,1.61
SWT-00848,51,5408000.0,25000000.0,339500.0,30%,Retirement,6,73,Gold,3.01
SWT-00849,53,2720000.0,7631000.0,102400.0,30%,Wealth Creation,8,59,Gold,6.64
SWT-00850,62,3584000.0,25000000.0,188800.0,30%,Retirement,7,69,Mutual Funds,3.85
SWT-00851,22,2605000.0,10000.0,104700.0,30%,Retirement,10,106,Equity/Stocks,10.41
SWT-00852,30,2035000.0,2303000.0,70900.0,30%,Retirement,8,85,Mutual Funds,15.49
SWT-00853,44,2459000.0,3522000.0,82000.0,30%,Short-term Gain,8,89,Mutual Funds,8.26
SWT-00854,33,4072000.0,6559000.0,200100.0,30%,Tax Saving,6,68,Mutual Funds,11.91
SWT-00855,33,4093000.0,5023000.0,232100.0,30%,Short-term Gain,9,102,Mutual Funds,5.14
SWT-00856,52,1523000.0,4062000.0,53800.0,30%,Tax Saving,5,36,Bonds,5.86
SWT-00857,38,3311000.0,10804000.0,148300.0,30%,Wealth Creation,7,84,Mutual Funds,14.15
SWT-00858,58,2416000.0,5627000.0,82500.0,30%,Short-term Gain,7,61,Gold,3.05
SWT-00859,56,1877000.0,6021000.0,58700.0,30%,Retirement,6,53,Mutual Funds,7.85
SWT-00860,54,2937000.0,11018000.0,112800.0,30%,Retirement,6,66,Mutual Funds,5.34
SWT-00861,48,1868000.0,9013000.0,69600.0,30%,Wealth Creation,7,70,Mutual Funds,14.16
SWT-00862,47,2489000.0,9136000.0,107300.0,30%,Retirement,8,88,Mutual Funds,12.42
SWT-00863,57,1985000.0,5079000.0,69800.0,30%,Retirement,5,62,Gold,7.85
SWT-00864,37,2336000.0,3607000.0,84500.0,30%,Wealth Creation,8,90,Mutual Funds,10.78
SWT-00865,67,1965000.0,16732000.0,76100.0,30%,Retirement,5,49,Gold,8.97
SWT-00866,64,1574000.0,8274000.0,46100.0,30%,Short-term Gain,6,46,Gold,9.11
SWT-00867,20,3067000.0,10000.0,129800.0,30%,Retirement,10,104,Equity/Stocks,8.6
SWT-00868,31,2879000.0,3268000.0,121900.0,30%,Retirement,7,90,Mutual Funds,8.18
SWT-00869,45,5150000.0,22894000.0,259700.0,30%,Wealth Creation,9,78,Mutual Funds,11.15
SWT-00870,56,2482000.0,8808000.0,89700.0,30%,Retirement,6,73,Gold,7.39
SWT-00871,30,2017000.0,988000.0,66300.0,30%,Retirement,9,96,Mutual Funds,23.74
SWT-00872,54,4742000.0,23586000.0,283800.0,30%,Retirement,6,66,Gold,6.76
SWT-00873,35,2209000.0,5484000.0,92100.0,30%,Wealth Creation,9,73,Mutual Funds,13.22
SWT-00874,46,2737000.0,7704000.0,110000.0,30%,Retirement,10,94,Mutual Funds,14.44
SWT-00875,43,3638000.0,11962000.0,164100.0,30%,Retirement,8,72,Gold,13.21
SWT-00876,33,1725000.0,2037000.0,53900.0,30%,Tax Saving,8,76,Mutual Funds,6.97
SWT-00877,47,3628000.0,25000000.0,167000.0,30%,Retirement,7,91,Mutual Funds,18.49
SWT-00878,37,3304000.0,7549000.0,138300.0,30%,Retirement,7,90,Mutual Funds,10.73
SWT-00879,30,3609000.0,6835000.0,164400.0,30%,Wealth Creation,10,110,Equity/Stocks,44.27
SWT-00880,22,2602000.0,10000.0,104600.0,30%,Tax Saving,10,112,Mutual Funds,13.78
SWT-00881,50,4299000.0,20129000.0,210800.0,30%,Retirement,6,64,Gold,4.02
SWT-00882,44,2797000.0,8400000.0,110900.0,30%,Tax Saving,6,68,Mutual Funds,10.54
SWT-00883,46,2198000.0,4710000.0,78200.0,30%,Short-term Gain,7,82,Mutual Funds,18.48
SWT-00884,30,4723000.0,6911000.0,246900.0,30%,Tax Saving,10,112,Mutual Funds,12.01
SWT-00885,41,1754000.0,4690000.0,55900.0,30%,Tax Saving,6,73,Mutual Funds,11.21
SWT-00886,44,1836000.0,3226000.0,65400.0,30%,Tax Saving,9,106,Mutual Funds,15.77
SWT-00887,36,3237000.0,6786000.0,120300.0,30%,Retirement,8,83,Mutual Funds,9.57
SWT-00888,61,3950000.0,25000000.0,214700.0,30%,Retirement,5,34,Bonds,5.25
SWT-00889,49,3038000.0,8819000.0,128800.0,30%,Retirement,7,49,Mutual Funds,6.57
SWT-00890,41,3936000.0,18841000.0,198800.0,30%,Short-term Gain,10,68,Equity/Stocks,35.07
SWT-00891,47,1526000.0,3755000.0,50700.0,30%,Wealth Creation,5,60,Gold,4.33
SWT-00892,58,2141000.0,8387000.0,72100.0,30%,Wealth Creation,5,51,Gold,8.51
SWT-00893,59,1350000.0,2237000.0,37800.0,20%,Tax Saving,6,65,Bonds,6.12
SWT-00894,57,3290000.0,15297000.0,131800.0,30%,Retirement,7,62,Mutual Funds,11.43
SWT-00895,29,1431000.0,1061000.0,43200.0,20%,Wealth Creation,7,99,Mutual Funds,4.95
SWT-00896,31,1634000.0,2691000.0,55500.0,30%,Retirement,10,98,Equity/Stocks,2.61
SWT-00897,28,2702000.0,2629000.0,102000.0,30%,Retirement,10,101,Equity/Stocks,20.72
SWT-00898,49,4016000.0,25000000.0,205200.0,30%,Wealth Creation,7,63,Mutual Funds,7.43
SWT-00899,56,2483000.0,6969000.0,76600.0,30%,Retirement,6,76,Gold,1.29
SWT-00900,38,3333000.0,7792000.0,142100.0,30%,Short-term Gain,8,65,Mutual Funds,13.66
SWT-00901,37,3256000.0,11256000.0,154700.0,30%,Retirement,9,92,Equity/Stocks,4.71
SWT-00902,37,2558000.0,3611000.0,97400.0,30%,Wealth Creation,7,79,Mutual Funds,14.79
SWT-00903,29,1654000.0,1623000.0,49900.0,30%,Retirement,10,109,Equity/Stocks,12.1
SWT-00904,65,2542000.0,18070000.0,92700.0,30%,Retirement,7,54,Mutual Funds,10.2
SWT-00905,39,3417000.0,9938000.0,115400.0,30%,Tax Saving,8,83,Mutual Funds,11.79
SWT-00906,55,3539000.0,16575000.0,147700.0,30%,Short-term Gain,7,61,Gold,4.04
SWT-00907,65,2344000.0,8683000.0,94300.0,30%,Retirement,7,71,Gold,5.13
SWT-00908,62,1577000.0,11456000.0,47800.0,30%,Retirement,7,57,Gold,7.1
SWT-00909,30,2999000.0,4258000.0,120300.0,30%,Tax Saving,10,120,Mutual Funds,4.29
SWT-00910,41,2858000.0,8432000.0,94600.0,30%,Short-term Gain,6,77,Gold,10.31
SWT-00911,46,2483000.0,6500000.0,82200.0,30%,Tax Saving,7,73,Mutual Funds,9.9
SWT-00912,58,2286000.0,9994000.0,91900.0,30%,Retirement,7,59,Gold,2.96
SWT-00913,44,2323000.0,6551000.0,90100.0,30%,Tax Saving,7,81,Mutual Funds,8.58
SWT-00914,34,3472000.0,7530000.0,139900.0,30%,Retirement,10,88,Equity/Stocks,15.7
SWT-00915,40,1801000.0,4385000.0,57000.0,30%,Retirement,10,91,Mutual Funds,8.69
SWT-00916,20,1349000.0,10000.0,40600.0,20%,Retirement,8,101,Mutual Funds,13.73
SWT-00917,48,2589000.0,5212000.0,90900.0,30%,Tax Saving,7,74,Mutual Funds,14.5
SWT-00918,52,4654000.0,25000000.0,207700.0,30%,Retirement,6,67,Gold,15.78
SWT-00919,42,4031000.0,7641000.0,194300.0,30%,Retirement,8,85,Mutual Funds,17.92
SWT-00920,55,1572000.0,4512000.0,52200.0,30%,Tax Saving,6,61,Bonds,3.38
SWT-00921,35,4096000.0,7874000.0,211400.0,30%,Retirement,9,109,Equity/Stocks,10.46
SWT-00922,54,4160000.0,25000000.0,221300.0,30%,Retirement,6,66,Gold,7.14
SWT-00923,40,1948000.0,7665000.0,58600.0,30%,Retirement,5,103,Mutual Funds,14.09
SWT-00924,36,1206000.0,734000.0,35400.0,20%,Wealth Creation,5,76,Gold,5.2
SWT-00925,35,2598000.0,9706000.0,98800.0,30%,Retirement,7,95,Mutual Funds,8.73
SWT-00926,52,3977000.0,19023000.0,191300.0,30%,Tax Saving,6,54,Bonds,3.89
SWT-00927,44,4821000.0,23901000.0,256700.0,30%,Retirement,8,95,Mutual Funds,8.14
SWT-00928,42,2177000.0,3089000.0,74100.0,30%,Tax Saving,7,68,Mutual Funds,8.55
SWT-00929,50,4968000.0,25000000.0,204100.0,30%,Retirement,6,71,Mutual Funds,9.98
SWT-00930,39,1377000.0,2168000.0,45700.0,20%,Short-term Gain,6,73,Mutual Funds,5.73
SWT-00931,43,2569000.0,6798000.0,102000.0,30%,Retirement,6,77,Mutual Funds,16.27
SWT-00932,60,2104000.0,4632000.0,65700.0,30%,Retirement,5,49,Gold,9.42
SWT-00933,31,3555000.0,5244000.0,168000.0,30%,Wealth Creation,8,81,Equity/Stocks,-0.77
SWT-00934,32,3806000.0,8577000.0,173400.0,30%,Retirement,9,90,Mutual Funds,11.65
SWT-00935,59,3337000.0,17377000.0,141900.0,30%,Retirement,5,71,Gold,3.3
SWT-00936,54,1753000.0,8723000.0,54300.0,30%,Wealth Creation,6,67,Gold,12.35
SWT-00937,38,3660000.0,14193000.0,176500.0,30%,Wealth Creation,8,68,Mutual Funds,20.51
SWT-00938,36,3179000.0,5260000.0,127700.0,30%,Retirement,9,102,Mutual Funds,11.17
SWT-00939,35,1557000.0,3429000.0,44900.0,30%,Retirement,7,72,Gold,5.03
SWT-00940,55,1372000.0,4191000.0,45400.0,20%,Tax Saving,7,73,Mutual Funds,8.03
SWT-00941,38,3871000.0,10693000.0,182100.0,30%,Retirement,7,87,Gold,6.42
SWT-00942,34,2466000.0,3845000.0,92500.0,30%,Retirement,8,95,Mutual Funds,10.9
SWT-00943,56,1731000.0,6175000.0,60000.0,30%,Wealth Creation,6,82,Gold,12.44
SWT-00944,28,2144000.0,591000.0,72500.0,30%,Wealth Creation,8,83,Mutual Funds,16.83
SWT-00945,41,3212000.0,8519000.0,133400.0,30%,Retirement,8,88,Mutual Funds,16.92
SWT-00946,59,2395000.0,6777000.0,91900.0,30%,Wealth Creation,8,79,Mutual Funds,12.45
SWT-00947,49,1740000.0,8524000.0,50200.0,30%,Tax Saving,6,58,Bonds,4.0
SWT-00948,70,3390000.0,25000000.0,153100.0,30%,Retirement,5,33,Bonds,4.58
SWT-00949,41,3942000.0,17347000.0,178500.0,30%,Short-term Gain,6,70,Gold,8.2
SWT-00950,42,2584000.0,6143000.0,107100.0,30%,Retirement,6,77,Gold,4.11
SWT-00951,39,2556000.0,3919000.0,102900.0,30%,Short-term Gain,7,62,Gold,9.06
SWT-00952,48,3227000.0,9959000.0,144200.0,30%,Short-term Gain,7,77,Mutual Funds,15.7
SWT-00953,45,2020000.0,10223000.0,61400.0,30%,Wealth Creation,7,57,Mutual Funds,14.35
SWT-00954,49,3170000.0,9917000.0,134700.0,30%,Tax Saving,7,85,Mutual Funds,14.14
SWT-00955,34,1706000.0,912000.0,50500.0,30%,Retirement,6,87,Gold,1.95
SWT-00956,50,2773000.0,15049000.0,110800.0,30%,Retirement,6,88,Gold,12.32
SWT-00957,54,1859000.0,10704000.0,51100.0,30%,Retirement,7,73,Mutual Funds,3.32
SWT-00958,45,2028000.0,9315000.0,62100.0,30%,Short-term Gain,6,66,Gold,7.51
SWT-00959,35,4501000.0,15944000.0,256800.0,30%,Tax Saving,8,77,Mutual Funds,14.95
SWT-00960,61,2393000.0,17510000.0,92300.0,30%,Short-term Gain,6,57,Mutual Funds,13.24
SWT-00961,55,2841000.0,13112000.0,112000.0,30%,Retirement,6,60,Gold,3.86
SWT-00962,51,1476000.0,1953000.0,42500.0,20%,Tax Saving,6,78,Mutual Funds,6.16
SWT-00963,28,1893000.0,1233000.0,58700.0,30%,Short-term Gain,7,79,Mutual Funds,13.0
SWT-00964,46,3358000.0,15381000.0,150600.0,30%,Retirement,8,100,Mutual Funds,14.35
SWT-00965,51,2989000.0,11735000.0,120900.0,30%,Retirement,7,83,Mutual Funds,5.72
SWT-00966,36,1356000.0,1615000.0,46100.0,20%,Wealth Creation,8,83,Mutual Funds,13.69
SWT-00967,35,2841000.0,3618000.0,113500.0,30%,Wealth Creation,10,115,Equity/Stocks,-3.53
SWT-00968,53,3082000.0,9747000.0,130800.0,30%,Wealth Creation,6,53,Mutual Funds,14.53
SWT-00969,45,4373000.0,25000000.0,199000.0,30%,Tax Saving,7,76,Mutual Funds,6.89
SWT-00970,36,2190000.0,6903000.0,76700.0,30%,Tax Saving,10,77,Mutual Funds,12.01
SWT-00971,40,1384000.0,2277000.0,42700.0,20%,Retirement,9,107,Mutual Funds,10.98
SWT-00972,27,1625000.0,888000.0,50600.0,30%,Wealth Creation,8,75,Equity/Stocks,26.73
SWT-00973,46,2040000.0,3894000.0,68600.0,30%,Tax Saving,7,55,Bonds,5.84
SWT-00974,69,2411000.0,17563000.0,93000.0,30%,Retirement,6,39,Gold,6.06
SWT-00975,46,1215000.0,4653000.0,39900.0,20%,Wealth Creation,6,85,Gold,9.17
SWT-00976,49,2477000.0,4928000.0,95300.0,30%,Wealth Creation,8,85,Mutual Funds,23.45
SWT-00977,42,4540000.0,20366000.0,259500.0,30%,Short-term Gain,9,85,Equity/Stocks,22.8
SWT-00978,33,2569000.0,4393000.0,104300.0,30%,Short-term Gain,8,101,Mutual Funds,11.17
SWT-00979,41,3808000.0,14592000.0,195700.0,30%,Retirement,8,79,Mutual Funds,6.85
SWT-00980,41,1690000.0,5770000.0,52400.0,30%,Tax Saving,7,82,Mutual Funds,8.28
SWT-00981,58,1504000.0,10519000.0,46300.0,30%,Retirement,4,70,Bonds,6.25
SWT-00982,35,4211000.0,9098000.0,207500.0,30%,Tax Saving,7,80,Mutual Funds,6.88
SWT-00983,55,2746000.0,15404000.0,114400.0,30%,Retirement,6,51,Gold,8.01
SWT-00984,35,2748000.0,4944000.0,116600.0,30%,Retirement,9,96,Mutual Funds,20.04
SWT-00985,50,1983000.0,4910000.0,69300.0,30%,Retirement,8,81,Mutual Funds,12.34
SWT-00986,28,2367000.0,1911000.0,94400.0,30%,Short-term Gain,10,102,Equity/Stocks,1.66
SWT-00987,50,1965000.0,7639000.0,64700.0,30%,Retirement,7,81,Mutual Funds,22.87
SWT-00988,37,4007000.0,11279000.0,208800.0,30%,Retirement,9,86,Mutual Funds,21.97
SWT-00989,26,5214000.0,3217000.0,305400.0,30%,Tax Saving,10,104,Mutual Funds,14.66
SWT-00990,33,2993000.0,3977000.0,131300.0,30%,Retirement,9,97,Mutual Funds,19.08
SWT-00991,47,2358000.0,6137000.0,88700.0,30%,Wealth Creation,8,78,Mutual Funds,10.01
SWT-00992,47,1284000.0,2112000.0,40400.0,20%,Tax Saving,5,84,Mutual Funds,14.76
SWT-00993,25,1238000.0,360000.0,33800.0,20%,Tax Saving,7,97,Mutual Funds,9.29
SWT-00994,48,4731000.0,25000000.0,258000.0,30%,Short-term Gain,6,63,Gold,3.61
SWT-00995,40,2040000.0,5800000.0,73100.0,30%,Wealth Creation,9,92,Mutual Funds,26.9
SWT-00996,34,2320000.0,2493000.0,76600.0,30%,Short-term Gain,10,107,Equity/Stocks,-2.24
SWT-00997,35,3279000.0,5261000.0,148400.0,30%,Retirement,6,89,Mutual Funds,12.95
SWT-00998,47,4643000.0,25000000.0,221800.0,30%,Retirement,9,87,Mutual Funds,13.2
SWT-00999,40,2661000.0,5952000.0,101000.0,30%,Tax Saving,8,64,Mutual Funds,14.38
SWT-01000,33,2252000.0,2974000.0,82400.0,30%,Retirement,10,66,Equity/Stocks,13.43
SWT-01001,38,2841000.0,5870000.0,108500.0,30%,Retirement,9,103,Equity/Stocks,13.61
SWT-01002,35,2175000.0,4891000.0,78700.0,30%,Tax Saving,10,99,Mutual Funds,12.37
SWT-01003,37,2281000.0,6171000.0,84100.0,30%,Wealth Creation,8,84,Equity/Stocks,19.56
SWT-01004,27,2550000.0,2412000.0,91800.0,30%,Retirement,8,103,Equity/Stocks,14.48
SWT-01005,25,2251000.0,809000.0,85800.0,30%,Retirement,9,120,Equity/Stocks,13.73
SWT-01006,35,5258000.0,10577000.0,267400.0,30%,Retirement,9,107,Mutual Funds,3.65
SWT-01007,52,3196000.0,25000000.0,162700.0,30%,Wealth Creation,7,78,Mutual Funds,22.01
SWT-01008,42,4158000.0,20052000.0,204900.0,30%,Wealth Creation,8,69,Mutual Funds,14.49
SWT-01009,47,2051000.0,4915000.0,65200.0,30%,Retirement,7,62,Gold,8.73
SWT-01010,41,3382000.0,16319000.0,138100.0,30%,Tax Saving,7,49,Bonds,4.63
SWT-01011,46,2299000.0,5501000.0,92400.0,30%,Short-term Gain,6,77,Gold,4.75
SWT-01012,34,2965000.0,8231000.0,118800.0,30%,Retirement,8,101,Equity/Stocks,23.56
SWT-01013,35,3314000.0,10997000.0,129500.0,30%,Retirement,9,104,Equity/Stocks,12.71
SWT-01014,42,2923000.0,5922000.0,128400.0,30%,Short-term Gain,6,81,Mutual Funds,14.52
SWT-01015,61,5074000.0,25000000.0,265700.0,30%,Retirement,5,49,Gold,3.94
SWT-01016,31,3883000.0,7814000.0,195300.0,30%,Wealth Creation,7,80,Mutual Funds,19.57
SWT-01017,36,3937000.0,23639000.0,203900.0,30%,Tax Saving,8,76,Mutual Funds,16.53
SWT-01018,38,3546000.0,6977000.0,164700.0,30%,Short-term Gain,9,85,Mutual Funds,11.02
SWT-01019,65,3730000.0,25000000.0,207700.0,30%,Retirement,4,32,Bonds,6.02
SWT-01020,43,1824000.0,4059000.0,52700.0,30%,Retirement,8,100,Mutual Funds,15.63
SWT-01021,42,4460000.0,10870000.0,215900.0,30%,Tax Saving,10,71,Mutual Funds,3.08
SWT-01022,37,1996000.0,3179000.0,67800.0,30%,Retirement,10,89,Equity/Stocks,34.47
SWT-01023,19,1507000.0,10000.0,55700.0,30%,Short-term Gain,10,86,Equity/Stocks,20.25
SWT-01024,54,3233000.0,10685000.0,160100.0,30%,Retirement,8,72,Mutual Funds,7.57
SWT-01025,28,3401000.0,3526000.0,166800.0,30%,Tax Saving,8,93,Mutual Funds,5.38
SWT-01026,41,1976000.0,5780000.0,63900.0,30%,Retirement,6,70,Gold,11.2
SWT-01027,28,1945000.0,1384000.0,63200.0,30%,Wealth Creation,9,86,Equity/Stocks,16.87
SWT-01028,54,2787000.0,10004000.0,104600.0,30%,Retirement,7,65,Gold,9.68
SWT-01029,49,2693000.0,9156000.0,99800.0,30%,Short-term Gain,8,67,Gold,8.1
SWT-01030,25,2788000.0,1133000.0,125400.0,30%,Tax Saving,9,98,Mutual Funds,5.54
SWT-01031,33,6500000.0,16202000.0,345200.0,30%,Retirement,9,116,Mutual Funds,14.52
SWT-01032,44,3313000.0,16351000.0,143900.0,30%,Short-term Gain,8,80,Mutual Funds,10.4
SWT-01033,20,1465000.0,10000.0,48200.0,20%,Short-term Gain,9,111,Equity/Stocks,14.26
SWT-01034,21,1258000.0,10000.0,32200.0,20%,Retirement,8,95,Mutual Funds,24.76
SWT-01035,38,2502000.0,4164000.0,96000.0,30%,Wealth Creation,7,71,Gold,11.02
SWT-01036,51,2079000.0,7242000.0,66900.0,30%,Retirement,7,67,Mutual Funds,16.34
SWT-01037,40,3294000.0,13315000.0,140600.0,30%,Wealth Creation,8,112,Mutual Funds,26.68
SWT-01038,56,3019000.0,23099000.0,120300.0,30%,Retirement,6,56,Gold,9.25
SWT-01039,42,2480000.0,11626000.0,89600.0,30%,Retirement,8,84,Gold,8.45
SWT-01040,39,5301000.0,19810000.0,292300.0,30%,Tax Saving,9,76,Mutual Funds,7.47
SWT-01041,54,2135000.0,10272000.0,77500.0,30%,Retirement,7,32,Gold,6.43
SWT-01042,29,2260000.0,1132000.0,81100.0,30%,Short-term Gain,8,83,Mutual Funds,0.08
SWT-01043,50,3480000.0,17824000.0,161200.0,30%,Wealth Creation,7,97,Mutual Funds,15.63
SWT-01044,53,3647000.0,12619000.0,156600.0,30%,Wealth Creation,6,69,Mutual Funds,5.34
SWT-01045,39,4227000.0,12714000.0,223700.0,30%,Tax Saving,8,102,Mutual Funds,16.54
SWT-01046,25,2433000.0,2623000.0,90300.0,30%,Wealth Creation,8,92,Mutual Funds,11.26
SWT-01047,20,2595000.0,10000.0,96900.0,30%,Short-term Gain,10,80,Equity/Stocks,16.02
SWT-01048,33,2072000.0,1906000.0,68300.0,30%,Tax Saving,9,79,Mutual Funds,11.25
SWT-01049,37,3677000.0,10405000.0,167200.0,30%,Wealth Creation,9,93,Mutual Funds,19.73
SWT-01050,41,3819000.0,10174000.0,207900.0,30%,Short-term Gain,9,87,Mutual Funds,18.68
SWT-01051,40,4602000.0,11400000.0,241700.0,30%,Tax Saving,8,82,Mutual Funds,11.34
SWT-01052,35,1559000.0,4104000.0,44800.0,30%,Wealth Creation,7,77,Mutual Funds,6.81
SWT-01053,33,1917000.0,3316000.0,70300.0,30%,Retirement,10,107,Equity/Stocks,25.49
SWT-01054,29,3056000.0,3478000.0,123700.0,30%,Retirement,9,90,Mutual Funds,5.71
SWT-01055,26,932000.0,251000.0,26000.0,5%,Wealth Creation,6,92,Mutual Funds,3.94
SWT-01056,45,3394000.0,10829000.0,143400.0,30%,Wealth Creation,9,83,Mutual Funds,14.46
SWT-01057,54,3792000.0,25000000.0,197200.0,30%,Retirement,7,60,Gold,12.24
SWT-01058,30,1999000.0,1973000.0,66100.0,30%,Retirement,10,88,Equity/Stocks,9.68
SWT-01059,51,2447000.0,3013000.0,102900.0,30%,Wealth Creation,7,63,Mutual Funds,13.61
SWT-01060,36,1916000.0,6773000.0,59900.0,30%,Retirement,8,108,Mutual Funds,9.18
SWT-01061,53,2320000.0,9272000.0,83700.0,30%,Retirement,8,83,Mutual Funds,15.53
SWT-01062,53,2341000.0,9949000.0,96600.0,30%,Retirement,5,71,Gold,11.29
SWT-01063,44,2329000.0,9084000.0,87300.0,30%,Short-term Gain,7,65,Mutual Funds,10.13
SWT-01064,28,1810000.0,1341000.0,71400.0,30%,Short-term Gain,8,76,Mutual Funds,5.77
SWT-01065,27,2049000.0,1496000.0,70300.0,30%,Retirement,7,104,Mutual Funds,3.89
SWT-01066,40,2590000.0,5201000.0,102600.0,30%,Wealth Creation,9,96,Equity/Stocks,24.89
SWT-01067,30,4380000.0,4230000.0,258700.0,30%,Tax Saving,8,93,Mutual Funds,5.16
SWT-01068,54,2381000.0,10323000.0,78200.0,30%,Retirement,8,64,Mutual Funds,13.58
SWT-01069,36,3016000.0,9951000.0,109500.0,30%,Tax Saving,9,72,Mutual Funds,16.12
SWT-01070,46,2409000.0,5702000.0,84700.0,30%,Retirement,8,86,Mutual Funds,8.7
SWT-01071,46,2399000.0,5507000.0,95800.0,30%,Retirement,7,87,Gold,7.42
SWT-01072,60,1394000.0,7457000.0,37100.0,20%,Retirement,4,40,Bonds,6.6
SWT-01073,35,1608000.0,1755000.0,53900.0,30%,Tax Saving,8,77,Mutual Funds,6.99
SWT-01074,42,1955000.0,3706000.0,70100.0,30%,Retirement,9,98,Equity/Stocks,4.29
SWT-01075,45,3076000.0,8982000.0,150700.0,30%,Wealth Creation,7,66,Gold,7.18
SWT-01076,37,3868000.0,9617000.0,199900.0,30%,Retirement,7,103,Mutual Funds,18.17
SWT-01077,39,1586000.0,1521000.0,52000.0,30%,Wealth Creation,6,74,Mutual Funds,19.33
SWT-01078,34,2191000.0,2544000.0,87600.0,30%,Tax Saving,9,86,Mutual Funds,10.91
SWT-01079,47,1866000.0,5393000.0,65800.0,30%,Wealth Creation,7,72,Mutual Funds,7.78
SWT-01080,46,2662000.0,9095000.0,100800.0,30%,Tax Saving,7,68,Mutual Funds,17.05
SWT-01081,47,4077000.0,25000000.0,182000.0,30%,Retirement,7,85,Mutual Funds,2.79
SWT-01082,64,1888000.0,16203000.0,61200.0,30%,Wealth Creation,5,59,Gold,8.74
SWT-01083,47,2846000.0,16604000.0,115200.0,30%,Wealth Creation,8,88,Mutual Funds,11.25
SWT-01084,31,3917000.0,8308000.0,190800.0,30%,Wealth Creation,9,96,Mutual Funds,19.19
SWT-01085,40,3284000.0,8485000.0,118800.0,30%,Tax Saving,10,83,Mutual Funds,20.29
SWT-01086,27,1752000.0,726000.0,56800.0,30%,Retirement,10,101,Mutual Funds,5.56
SWT-01087,35,2797000.0,4973000.0,112900.0,30%,Retirement,10,88,Equity/Stocks,16.5
SWT-01088,63,1715000.0,8795000.0,58600.0,30%,Tax Saving,5,67,Mutual Funds,8.93
SWT-01089,48,3291000.0,17276000.0,162500.0,30%,Tax Saving,5,76,Mutual Funds,10.18
SWT-01090,35,3135000.0,7427000.0,135500.0,30%,Retirement,8,85,Mutual Funds,14.95
SWT-01091,64,1406000.0,5218000.0,39900.0,20%,Tax Saving,5,37,Bonds,5.1
SWT-01092,27,2364000.0,1904000.0,75300.0,30%,Retirement,10,120,Equity/Stocks,16.81
SWT-01093,41,2753000.0,10940000.0,116000.0,30%,Tax Saving,9,86,Mutual Funds,17.19
SWT-01094,57,3051000.0,20909000.0,119300.0,30%,Retirement,4,50,Bonds,7.17
SWT-01095,55,3469000.0,17776000.0,166600.0,30%,Short-term Gain,8,86,Mutual Funds,13.11
SWT-01096,30,2801000.0,2277000.0,125500.0,30%,Wealth Creation,9,89,Equity/Stocks,15.82
SWT-01097,32,2280000.0,2021000.0,73300.0,30%,Short-term Gain,7,82,Mutual Funds,5.72
SWT-01098,36,3642000.0,6526000.0,175400.0,30%,Retirement,9,86,Mutual Funds,20.92
