request_id,payload_size_bytes,special_char_ratio,requests_per_minute,unique_endpoints_last_5min,hour_of_day,response_time_ms,failed_requests_ratio,is_anomaly
REQ-004564,338.1,0.0167,0.37,3,6,57.9,0.0122,0
REQ-004565,143.9,0.1349,1.17,3,10,92.6,0.0335,0
REQ-004566,325.4,0.0438,5.85,3,10,105.6,0.0334,0
REQ-004567,116.2,0.0234,0.68,1,19,89.4,0.0436,0
REQ-004568,50.0,0.0606,0.1,1,21,98.7,0.0037,0
REQ-004569,267.4,0.1415,1.25,2,17,110.3,0.0827,0
REQ-004570,232.8,0.048,0.31,2,9,77.0,0.0403,0
REQ-004571,168.5,0.0676,0.39,1,22,49.4,0.0663,0
REQ-004572,265.4,0.0359,3.4,1,18,76.2,0.0264,0
REQ-004573,128.9,0.0412,0.61,1,11,142.0,0.0033,0
REQ-004574,113.9,0.0693,5.56,1,18,72.6,0.0071,0
REQ-004575,303.1,0.0345,1.73,3,11,88.1,0.0152,0
REQ-004576,179.9,0.0761,0.1,3,11,189.7,0.0257,0
REQ-004577,50.0,0.1367,1.17,1,18,132.2,0.0256,0
REQ-004578,236.6,0.0122,0.45,1,11,91.2,0.0005,0
REQ-004579,84.2,0.0613,10.94,2,17,95.7,0.0133,0
REQ-004580,175.8,0.1128,3.81,3,11,63.8,0.0251,0
REQ-004581,122.5,0.0445,0.29,2,22,77.0,0.0487,0
REQ-004582,122.0,0.0337,1.43,3,14,125.6,0.0083,0
REQ-004583,50.0,0.0681,0.87,3,16,109.7,0.0121,0
REQ-004584,50.0,0.0942,2.71,3,20,132.0,0.0505,0
REQ-004585,127.0,0.0428,0.66,1,19,90.6,0.0116,0
REQ-004586,74.4,0.0325,1.82,3,6,44.0,0.0237,0
REQ-004587,108.5,0.15,1.28,1,7,97.4,0.0164,0
REQ-004588,50.0,0.0817,3.99,3,6,81.1,0.0069,0
REQ-004589,157.6,0.0735,1.73,1,14,119.2,0.0418,0
REQ-004590,243.5,0.0412,1.8,2,16,207.1,0.0554,0
REQ-004591,85.7,0.1203,0.64,2,15,142.0,0.0293,0
REQ-004592,339.9,0.0435,1.1,3,11,166.0,0.0275,0
REQ-004593,77.0,0.0089,2.28,1,19,159.7,0.0055,0
REQ-004594,118.8,0.0292,0.36,1,19,72.2,0.0043,0
REQ-004595,251.5,0.1332,2.37,3,13,146.9,0.0452,0
REQ-004596,154.4,0.0152,1.67,3,17,80.4,0.0106,0
REQ-004597,195.6,0.0445,1.21,3,8,114.0,0.026,0
REQ-004598,137.1,0.0865,0.83,3,9,132.9,0.0053,0
REQ-004599,396.2,0.0302,1.41,1,19,119.3,0.0304,0
REQ-004600,140.3,0.0429,2.1,3,22,47.6,0.0002,0
REQ-004601,91.9,0.1405,0.53,1,13,63.5,0.0633,0
REQ-004602,82.6,0.0484,3.22,2,8,128.6,0.0001,0
REQ-004603,610.2,0.2877,15.0,20,9,226.4,0.7978,1
REQ-004604,85.3,0.0255,0.6,3,13,122.3,0.0775,0
REQ-004605,139.0,0.0689,0.48,1,20,45.4,0.0233,0
REQ-004606,180.2,0.1167,5.48,3,17,115.5,0.0057,0
REQ-004607,143.5,0.1322,0.13,3,10,61.7,0.0227,0
REQ-004608,278.5,0.1038,1.78,2,11,91.0,0.0216,0
REQ-004609,197.3,0.0655,2.38,3,19,128.3,0.0118,0
REQ-004610,55.8,0.0497,0.15,3,20,67.6,0.0845,0
REQ-004611,115.7,0.0148,3.49,2,18,72.2,0.0012,0
REQ-004612,117.0,0.0597,5.17,1,16,68.8,0.023,0
REQ-004613,298.0,0.0434,0.55,1,13,80.7,0.0087,0
REQ-004614,88.5,0.0835,0.35,3,20,96.9,0.0561,0
REQ-004615,128.2,0.0582,0.17,3,19,76.1,0.0617,0
REQ-004616,235.1,0.0945,8.96,3,10,113.2,0.0208,0
REQ-004617,113.7,0.0861,6.13,2,14,70.1,0.0255,0
REQ-004618,106.6,0.0388,1.22,3,19,55.8,0.0249,0
REQ-004619,153.8,0.0703,0.1,3,21,51.0,0.0046,0
REQ-004620,246.8,0.0594,0.34,1,11,47.1,0.0135,0
REQ-004621,142.2,0.0073,0.31,3,20,90.6,0.0201,0
REQ-004622,164.4,0.0676,0.11,2,18,96.3,0.003,0
REQ-004623,181.9,0.0153,0.75,1,7,111.3,0.0031,0
REQ-004624,157.7,0.0863,1.03,2,7,99.3,0.0094,0
REQ-004625,239.2,0.0308,0.45,3,7,91.3,0.0413,0
REQ-004626,155.0,0.0319,3.04,1,17,114.3,0.0032,0
REQ-004627,64.3,0.0095,0.12,1,10,78.4,0.0242,0
REQ-004628,179.4,0.0339,1.03,1,14,49.7,0.0987,0
REQ-004629,532.5,0.0542,0.52,1,18,76.0,0.0235,0
REQ-004630,2179.1,0.6725,23.44,19,20,524.5,0.6417,1
REQ-004631,178.9,0.0287,0.84,2,17,135.6,0.0986,0
REQ-004632,220.5,0.075,2.25,3,19,58.6,0.0052,0
REQ-004633,126.2,0.0066,0.69,2,9,216.8,0.0107,0
REQ-004634,109.7,0.0408,0.15,1,16,120.8,0.0219,0
REQ-004635,174.3,0.0329,1.39,2,15,130.2,0.0141,0
REQ-004636,540.3,0.1439,1.48,1,20,94.4,0.0878,0
REQ-004637,156.9,0.0245,2.13,2,12,92.9,0.0107,0
REQ-004638,86.8,0.027,0.58,1,20,73.9,0.0414,0
REQ-004639,67.5,0.0518,5.5,1,12,117.0,0.0201,0
REQ-004640,134.9,0.009,1.85,2,11,58.4,0.0398,0
REQ-004641,89.0,0.0181,0.27,2,11,55.4,0.0416,0
REQ-004642,56.2,0.0178,6.48,1,15,81.8,0.0287,0
REQ-004643,300.8,0.0613,2.25,1,21,57.4,0.0175,0
REQ-004644,152.0,0.1275,1.32,1,13,78.2,0.003,0
REQ-004645,126.7,0.0107,0.92,2,9,69.6,0.0105,0
REQ-004646,6624.1,0.3299,15.0,14,1,1548.9,0.5466,1
REQ-004647,207.5,0.0717,4.68,1,11,55.9,0.0659,0
REQ-004648,235.6,0.0787,0.12,3,20,131.9,0.1059,0
REQ-004649,122.6,0.0385,4.13,3,14,205.2,0.0117,0
REQ-004650,167.7,0.0487,5.38,1,7,57.3,0.0041,0
REQ-004651,90.3,0.0113,0.58,1,12,85.9,0.0297,0
REQ-004652,90.5,0.0367,1.83,1,15,84.7,0.0438,0
REQ-004653,168.6,0.0605,8.63,3,11,94.9,0.0217,0
REQ-004654,118.3,0.0353,0.86,3,15,59.7,0.0253,0
REQ-004655,173.4,0.0874,0.85,3,6,110.6,0.0487,0
REQ-004656,2944.2,0.4635,15.0,8,1,2394.9,0.6396,1
REQ-004657,126.1,0.1166,3.73,3,14,75.5,0.0002,0
REQ-004658,50.0,0.0329,1.44,1,17,99.1,0.0123,0
REQ-004659,91.8,0.0671,2.28,2,11,93.0,0.0212,0
REQ-004660,91.5,0.0797,4.94,1,9,55.5,0.0397,0
REQ-004661,635.0,0.1638,15.0,13,10,610.9,0.8572,1
REQ-004662,68.6,0.0505,1.5,3,11,55.6,0.0473,0
REQ-004663,50.0,0.0287,4.69,1,17,115.8,0.0035,0
REQ-004664,87.0,0.1108,2.24,3,16,80.3,0.0159,0
REQ-004665,178.7,0.0544,5.75,1,16,65.7,0.0045,0
REQ-004666,50.0,0.1138,1.5,3,8,36.7,0.0232,0
REQ-004667,321.3,0.0239,3.24,1,14,77.8,0.0138,0
REQ-004668,61.6,0.051,9.1,2,13,71.0,0.0403,0
REQ-004669,151.2,0.071,0.36,3,21,72.5,0.0013,0
REQ-004670,50.0,0.15,1.23,3,15,34.1,0.007,0
REQ-004671,94.9,0.0791,3.77,1,11,81.7,0.0341,0
REQ-004672,83.4,0.0585,0.92,3,18,81.4,0.0672,0
REQ-004673,79.5,0.0508,1.8,1,19,139.1,0.0015,0
REQ-004674,143.8,0.0369,1.79,3,20,115.3,0.0412,0
REQ-004675,120.4,0.042,2.81,2,13,107.3,0.0083,0
REQ-004676,50.0,0.0297,0.84,1,16,157.0,0.0367,0
REQ-004677,184.0,0.0713,6.49,1,21,97.6,0.0036,0
REQ-004678,527.5,0.2874,15.0,11,20,587.5,0.5961,1
REQ-004679,175.9,0.0419,2.21,2,18,73.0,0.0043,0
REQ-004680,133.3,0.0795,1.5,1,17,75.7,0.0067,0
REQ-004681,163.9,0.1264,2.05,1,18,59.1,0.0306,0
REQ-004682,250.3,0.0231,5.35,2,15,86.5,0.0046,0
REQ-004683,295.6,0.0116,0.23,2,17,132.5,0.053,0
REQ-004684,827.7,0.2457,15.0,31,7,853.1,0.7217,1
REQ-004685,140.6,0.1164,0.84,2,17,66.1,0.0629,0
REQ-004686,170.2,0.0414,0.21,2,22,102.9,0.0196,0
REQ-004687,937.8,0.4954,15.0,37,5,130.8,0.5979,1
REQ-004688,125.4,0.0367,0.23,3,15,106.6,0.0007,0
REQ-004689,93.3,0.0462,2.49,3,10,68.7,0.0309,0
REQ-004690,93.2,0.073,2.49,3,13,80.8,0.0242,0
REQ-004691,83.3,0.0792,1.69,3,7,39.5,0.0043,0
REQ-004692,100.4,0.0293,5.97,2,18,94.4,0.0167,0
REQ-004693,296.8,0.0285,0.1,2,10,107.5,0.0109,0
REQ-004694,270.9,0.1002,0.81,2,17,44.9,0.0062,0
REQ-004695,179.3,0.111,1.24,1,15,42.5,0.1187,0
REQ-004696,191.8,0.0207,2.77,1,21,28.1,0.0349,0
REQ-004697,240.9,0.0527,0.24,1,21,86.1,0.0052,0
REQ-004698,216.3,0.15,0.15,3,16,174.5,0.0332,0
REQ-004699,58.4,0.0295,0.45,3,18,126.9,0.0681,0
REQ-004700,108.7,0.0316,0.12,2,15,82.9,0.0667,0
REQ-004701,126.6,0.0706,3.07,3,7,76.4,0.0545,0
REQ-004702,151.3,0.1044,4.9,2,19,104.4,0.0251,0
REQ-004703,232.6,0.0399,0.76,3,8,92.3,0.0455,0
REQ-004704,64.3,0.0214,1.87,2,15,69.0,0.0232,0
REQ-004705,294.2,0.0241,1.39,3,16,56.3,0.0283,0
REQ-004706,55.5,0.0451,0.3,2,9,154.6,0.0365,0
REQ-004707,208.7,0.1222,0.99,1,11,127.1,0.0493,0
REQ-004708,433.2,0.0369,0.86,1,6,51.6,0.0168,0
REQ-004709,194.0,0.0749,0.28,3,13,128.3,0.0041,0
REQ-004710,529.6,0.0724,4.18,2,9,64.0,0.0028,0
REQ-004711,93.1,0.0991,5.57,3,13,72.8,0.0322,0
REQ-004712,247.3,0.087,0.28,2,11,164.7,0.0096,0
REQ-004713,188.4,0.0719,0.63,1,17,123.4,0.0147,0
REQ-004714,133.9,0.0314,0.71,2,11,85.2,0.0392,0
REQ-004715,173.1,0.0713,1.72,3,12,124.1,0.008,0
REQ-004716,260.9,0.0274,0.33,3,17,65.5,0.0185,0
REQ-004717,54.1,0.0342,2.23,3,11,63.4,0.0247,0
REQ-004718,319.3,0.15,0.12,1,18,103.4,0.0098,0
REQ-004719,177.9,0.059,1.47,2,22,106.9,0.0129,0
REQ-004720,207.1,0.0134,0.87,3,15,92.8,0.0183,0
REQ-004721,115.0,0.0679,0.56,2,14,119.7,0.0014,0
REQ-004722,110.9,0.1331,0.8,3,7,148.8,0.0911,0
REQ-004723,350.7,0.0181,0.27,1,21,151.0,0.0047,0
REQ-004724,186.6,0.0488,1.45,2,19,66.8,0.0091,0
REQ-004725,180.2,0.1368,5.04,2,10,51.8,0.0288,0
REQ-004726,101.7,0.0363,0.74,1,21,120.2,0.0199,0
REQ-004727,149.4,0.0723,5.9,2,9,78.5,0.0285,0
REQ-004728,307.3,0.043,0.1,1,18,92.0,0.0249,0
REQ-004729,284.7,0.0182,2.92,3,19,114.5,0.0025,0
REQ-004730,226.8,0.0256,0.39,3,21,93.7,0.0054,0
REQ-004731,249.9,0.0775,0.48,1,22,91.8,0.0545,0
REQ-004732,81.3,0.1091,0.1,1,18,127.4,0.0606,0
REQ-004733,174.5,0.0569,7.88,2,18,111.7,0.002,0
REQ-004734,78.6,0.0208,0.88,1,21,156.6,0.0152,0
REQ-004735,90.6,0.0338,4.28,1,22,105.1,0.0139,0
REQ-004736,165.7,0.0593,11.58,2,13,77.8,0.028,0
REQ-004737,154.0,0.15,4.72,2,8,71.9,0.0311,0
REQ-004738,103.4,0.0395,0.34,1,8,29.4,0.0698,0
REQ-004739,116.7,0.04,0.5,1,13,43.7,0.0071,0
REQ-004740,281.3,0.0269,8.09,2,11,99.0,0.0903,0
REQ-004741,232.3,0.0681,2.13,1,6,89.9,0.0271,0
REQ-004742,85.0,0.15,0.26,3,7,73.5,0.0531,0
REQ-004743,201.6,0.1173,2.81,1,15,128.7,0.0039,0
REQ-004744,86.2,0.0236,0.1,1,14,152.5,0.0343,0
REQ-004745,314.0,0.0622,0.94,3,16,68.3,0.0934,0
REQ-004746,187.1,0.0257,1.3,1,10,175.9,0.0314,0
REQ-004747,86.3,0.0247,3.72,3,9,48.7,0.0029,0
REQ-004748,216.7,0.0452,5.69,3,20,66.8,0.0002,0
REQ-004749,193.0,0.0303,1.88,1,13,93.3,0.0047,0
REQ-004750,89.6,0.0117,1.86,1,21,90.2,0.0178,0
REQ-004751,145.5,0.0207,2.11,1,11,128.6,0.0302,0
REQ-004752,81.4,0.0101,0.4,1,16,94.6,0.014,0
REQ-004753,274.5,0.0409,0.76,2,10,122.6,0.0086,0
REQ-004754,50.0,0.0354,1.14,1,14,138.1,0.0047,0
REQ-004755,154.7,0.1069,2.01,1,17,57.2,0.013,0
REQ-004756,205.0,0.0807,0.75,2,7,131.1,0.0686,0
REQ-004757,249.8,0.0362,0.1,2,17,37.1,0.0269,0
REQ-004758,101.2,0.0362,1.27,2,19,38.4,0.0573,0
REQ-004759,153.5,0.0669,0.1,3,10,43.7,0.032,0
REQ-004760,188.6,0.0801,3.15,1,7,86.8,0.0075,0
REQ-004761,72.3,0.0174,0.99,2,6,98.4,0.0051,0
REQ-004762,234.4,0.1389,0.56,3,19,33.8,0.065,0
REQ-004763,102.2,0.062,0.1,2,12,129.2,0.0299,0
REQ-004764,413.9,0.0657,1.54,1,15,89.5,0.0353,0
REQ-004765,231.8,0.0297,0.1,1,6,141.7,0.0319,0
REQ-004766,196.5,0.0692,0.11,2,21,72.5,0.0499,0
REQ-004767,149.5,0.0425,2.14,2,7,65.5,0.0033,0
REQ-004768,153.1,0.0316,2.08,2,15,73.7,0.0133,0
REQ-004769,161.7,0.0906,0.41,1,11,140.1,0.0108,0
REQ-004770,1711.6,0.2393,15.0,30,9,3267.9,0.6688,1
REQ-004771,500.0,0.2971,87.94,15,10,120.4,0.6844,1
REQ-004772,83.9,0.0755,5.08,1,8,177.0,0.0289,0
REQ-004773,82.1,0.0568,1.1,3,17,101.2,0.0498,0
REQ-004774,145.4,0.0317,0.27,2,15,115.7,0.048,0
REQ-004775,180.8,0.1364,2.6,2,16,53.6,0.0305,0
REQ-004776,71.2,0.0508,2.26,1,12,93.5,0.0151,0
REQ-004777,189.5,0.0258,1.81,3,11,80.9,0.0121,0
REQ-004778,50.0,0.0519,0.46,2,17,67.2,0.0083,0
REQ-004779,56.7,0.0187,3.09,3,19,44.9,0.0047,0
REQ-004780,127.7,0.0646,1.26,3,21,156.9,0.0149,0
REQ-004781,50.0,0.0295,0.89,1,8,78.5,0.1046,0
REQ-004782,283.3,0.1105,1.24,1,19,76.0,0.0084,0
REQ-004783,276.7,0.0305,2.85,2,18,63.3,0.0015,0
REQ-004784,50.0,0.0249,0.33,2,10,106.7,0.0283,0
REQ-004785,165.6,0.1084,2.87,3,22,46.0,0.0075,0
REQ-004786,422.5,0.0421,0.91,3,14,131.4,0.062,0
REQ-004787,82.4,0.0616,1.35,2,21,55.6,0.0479,0
REQ-004788,116.2,0.0285,2.1,2,19,64.6,0.0322,0
REQ-004789,243.6,0.0585,0.1,3,19,59.9,0.0324,0
REQ-004790,72.6,0.0496,1.67,3,17,109.0,0.0064,0
REQ-004791,344.0,0.0348,12.05,3,12,116.8,0.0261,0
REQ-004792,194.9,0.0281,3.43,3,13,38.9,0.0477,0
REQ-004793,56.3,0.0138,0.44,3,10,116.1,0.0367,0
REQ-004794,132.0,0.0216,0.46,1,16,89.1,0.0042,0
REQ-004795,77.3,0.0198,1.5,1,22,142.8,0.0136,0
REQ-004796,369.3,0.069,2.34,2,16,66.5,0.0176,0
REQ-004797,98.4,0.0491,1.56,3,22,57.1,0.0574,0
REQ-004798,130.2,0.0574,1.2,2,14,50.6,0.0003,0
REQ-004799,2451.9,0.6543,15.0,23,4,931.4,0.5971,1
REQ-004800,101.8,0.1102,0.12,3,7,98.0,0.0012,0
REQ-004801,133.4,0.0979,3.27,2,21,54.0,0.006,0
REQ-004802,63.2,0.0784,2.15,2,10,44.7,0.0584,0
REQ-004803,50.0,0.0279,0.57,3,7,103.2,0.0601,0
REQ-004804,147.1,0.15,0.1,1,7,101.1,0.0314,0
REQ-004805,188.9,0.115,2.59,3,14,87.4,0.0724,0
REQ-004806,118.4,0.0795,1.97,2,19,135.7,0.0035,0
REQ-004807,77.0,0.0622,2.4,1,19,85.4,0.0114,0
REQ-004808,140.9,0.0667,0.12,3,13,95.3,0.0041,0
REQ-004809,181.6,0.0404,0.68,3,9,66.5,0.0029,0
REQ-004810,50.0,0.0723,0.32,2,22,172.5,0.0028,0
REQ-004811,268.4,0.0534,3.78,3,8,117.2,0.002,0
REQ-004812,475.6,0.144,2.83,1,16,115.2,0.0468,0
REQ-004813,92.4,0.0787,0.39,3,16,55.8,0.012,0
REQ-004814,79.1,0.0262,0.79,3,20,47.7,0.0154,0
REQ-004815,737.3,0.0858,3.3,1,9,65.7,0.0303,0
REQ-004816,130.4,0.09,0.98,3,16,147.1,0.0179,0
REQ-004817,149.5,0.0182,2.48,3,22,227.4,0.0124,0
REQ-004818,229.6,0.128,3.19,1,6,53.1,0.0028,0
REQ-004819,305.0,0.081,6.78,2,22,128.9,0.0014,0
REQ-004820,73.9,0.071,0.92,1,7,165.9,0.0135,0
REQ-004821,128.5,0.0388,7.2,3,21,146.6,0.0024,0
REQ-004822,245.5,0.0819,0.1,2,20,108.6,0.0414,0
REQ-004823,312.8,0.0774,2.32,3,14,68.0,0.0067,0
REQ-004824,65.3,0.0299,0.25,1,17,126.3,0.0112,0
REQ-004825,214.6,0.073,2.14,2,20,93.6,0.0029,0
REQ-004826,162.5,0.15,1.51,1,13,92.2,0.0032,0
REQ-004827,240.5,0.0302,1.18,2,18,63.7,0.0003,0
REQ-004828,1549.4,0.272,36.74,17,21,420.4,0.6929,1
REQ-004829,237.1,0.0426,3.78,2,12,48.1,0.0462,0
REQ-004830,137.7,0.15,0.38,2,7,101.3,0.0139,0
REQ-004831,206.5,0.0595,4.85,1,17,138.4,0.0183,0
REQ-004832,109.5,0.0366,0.1,1,11,85.6,0.0011,0
REQ-004833,142.6,0.0337,0.92,3,8,73.2,0.0146,0
REQ-004834,242.1,0.0255,0.97,1,19,81.0,0.041,0
REQ-004835,679.3,0.0078,1.37,3,6,58.5,0.0042,0
REQ-004836,143.6,0.15,2.42,3,8,132.5,0.0225,0
REQ-004837,75.4,0.0654,1.49,3,6,47.2,0.0198,0
REQ-004838,278.3,0.1373,0.52,1,8,65.9,0.0294,0
REQ-004839,67.4,0.0878,7.25,3,9,91.3,0.1018,0
REQ-004840,360.3,0.0155,0.46,2,14,37.1,0.0037,0
REQ-004841,111.9,0.0189,3.06,2,16,145.1,0.0246,0
REQ-004842,165.5,0.0148,1.06,2,11,83.2,0.0275,0
REQ-004843,226.4,0.0082,0.59,3,10,132.3,0.0627,0
REQ-004844,282.2,0.0434,2.78,2,15,22.2,0.019,0
REQ-004845,208.1,0.0844,1.56,3,13,79.7,0.0031,0
REQ-004846,117.0,0.1241,4.87,2,9,113.2,0.0054,0
REQ-004847,125.4,0.0794,1.12,2,7,31.1,0.1058,0
REQ-004848,181.5,0.1001,11.32,3,21,149.9,0.0141,0
REQ-004849,206.9,0.0353,4.41,3,22,58.1,0.0171,0
REQ-004850,84.2,0.15,2.95,3,13,81.3,0.0437,0
REQ-004851,190.4,0.0901,0.25,1,15,77.2,0.0165,0
REQ-004852,111.6,0.15,0.84,1,14,63.6,0.0213,0
REQ-004853,68.9,0.0693,2.83,3,15,107.9,0.0227,0
REQ-004854,115.9,0.0544,3.04,3,11,90.9,0.0384,0
REQ-004855,144.7,0.1261,2.95,2,16,104.3,0.0276,0
REQ-004856,111.8,0.0461,1.23,2,6,199.7,0.0395,0
REQ-004857,2929.6,0.2625,78.45,17,16,183.8,0.5449,1
REQ-004858,276.9,0.028,3.7,2,18,92.4,0.0353,0
REQ-004859,178.1,0.0141,0.85,3,9,42.1,0.0018,0
REQ-004860,173.5,0.0634,2.66,3,13,74.8,0.0008,0
REQ-004861,163.6,0.074,0.19,3,9,60.1,0.0417,0
REQ-004862,85.7,0.081,3.11,2,17,80.3,0.0446,0
REQ-004863,109.2,0.0599,0.1,3,18,75.8,0.0114,0
REQ-004864,50.0,0.0125,0.15,3,15,76.3,0.0222,0
REQ-004865,194.6,0.0533,0.91,1,8,98.1,0.0472,0
REQ-004866,78.8,0.0351,0.1,3,20,98.9,0.0677,0
REQ-004867,161.2,0.0817,1.47,3,7,67.2,0.0042,0
REQ-004868,111.1,0.0305,0.59,3,20,51.9,0.022,0
REQ-004869,226.4,0.0782,1.73,2,13,50.8,0.0164,0
REQ-004870,154.8,0.0565,1.22,3,14,127.3,0.0071,0
REQ-004871,266.0,0.1125,1.9,1,14,84.4,0.037,0
REQ-004872,63.2,0.0915,0.1,2,16,139.4,0.0288,0
REQ-004873,291.9,0.1153,1.23,1,11,130.2,0.022,0
REQ-004874,178.1,0.0709,0.32,3,17,65.9,0.0665,0
REQ-004875,86.9,0.1133,3.74,1,12,76.2,0.0387,0
REQ-004876,94.5,0.0522,0.37,1,18,147.4,0.0226,0
REQ-004877,112.7,0.011,6.43,1,22,100.7,0.0232,0
REQ-004878,121.0,0.0454,3.27,1,7,64.9,0.0277,0
REQ-004879,127.3,0.0943,0.1,2,19,109.1,0.0161,0
REQ-004880,179.6,0.0807,0.3,1,10,85.9,0.0051,0
REQ-004881,213.3,0.0374,0.35,2,12,53.8,0.0051,0
REQ-004882,74.9,0.0787,0.19,3,10,66.9,0.0529,0
REQ-004883,247.8,0.1383,0.43,1,8,65.9,0.0055,0
REQ-004884,337.8,0.0144,0.59,3,6,90.1,0.0305,0
REQ-004885,500.0,0.6816,27.39,32,7,124.2,0.7216,1
REQ-004886,184.6,0.093,0.65,3,13,170.4,0.0352,0
REQ-004887,66.9,0.043,0.19,2,21,119.5,0.0092,0
REQ-004888,187.6,0.0629,2.49,3,6,89.4,0.0031,0
REQ-004889,100.7,0.0347,0.91,1,9,72.3,0.0231,0
REQ-004890,106.9,0.1038,0.45,2,20,123.0,0.1007,0
REQ-004891,304.3,0.0836,1.25,3,7,88.3,0.0907,0
REQ-004892,101.5,0.0593,1.01,2,9,79.7,0.0147,0
REQ-004893,291.5,0.1089,0.81,3,20,143.5,0.0057,0
REQ-004894,265.3,0.0217,3.92,2,20,53.9,0.0221,0
REQ-004895,197.2,0.0343,0.27,3,10,157.9,0.0177,0
REQ-004896,9213.1,0.28,15.0,20,4,522.7,0.7326,1
REQ-004897,225.8,0.0133,0.1,1,20,66.9,0.0002,0
REQ-004898,92.2,0.0314,1.75,2,20,96.8,0.0071,0
REQ-004899,185.0,0.0907,2.59,1,19,99.7,0.0224,0
REQ-004900,174.4,0.0528,2.34,1,14,69.0,0.0254,0
REQ-004901,107.4,0.0653,0.1,1,21,61.8,0.022,0
REQ-004902,166.3,0.1035,0.73,1,8,48.8,0.0061,0
REQ-004903,206.9,0.0249,1.04,2,18,95.2,0.0232,0
REQ-004904,194.1,0.0619,0.19,1,21,145.3,0.019,0
REQ-004905,345.3,0.0272,1.18,2,12,124.1,0.0043,0
REQ-004906,251.1,0.0124,0.12,3,17,73.7,0.0338,0
REQ-004907,217.3,0.0649,0.21,2,18,148.9,0.0002,0
REQ-004908,177.9,0.0389,1.08,1,22,178.6,0.0138,0
REQ-004909,208.6,0.0379,1.5,2,7,105.6,0.0067,0
REQ-004910,184.4,0.0101,4.06,3,22,101.9,0.0124,0
REQ-004911,197.4,0.0703,2.22,3,9,203.8,0.0467,0
REQ-004912,114.7,0.0409,0.13,2,6,80.4,0.0198,0
REQ-004913,77.9,0.019,6.5,1,13,98.3,0.0505,0
REQ-004914,139.8,0.0466,2.69,3,21,65.6,0.0044,0
REQ-004915,99.0,0.0855,0.33,1,9,93.2,0.0065,0
REQ-004916,153.3,0.0372,2.14,3,21,109.0,0.0158,0
REQ-004917,261.6,0.1352,0.89,3,19,60.8,0.0267,0
REQ-004918,50.0,0.026,1.93,3,11,97.1,0.0721,0
REQ-004919,217.0,0.0619,0.1,3,14,84.5,0.0086,0
REQ-004920,174.9,0.0475,0.62,2,14,85.3,0.0728,0
REQ-004921,78.8,0.1351,0.36,2,22,78.7,0.024,0
REQ-004922,178.0,0.0576,1.54,3,13,105.9,0.0003,0
REQ-004923,125.2,0.119,0.76,1,17,60.8,0.0027,0
REQ-004924,183.3,0.0801,2.61,3,14,79.4,0.045,0
REQ-004925,171.3,0.0302,0.64,3,13,107.7,0.0497,0
REQ-004926,145.1,0.0143,4.38,2,16,110.5,0.0143,0
REQ-004927,101.8,0.0355,0.1,2,7,56.3,0.033,0
REQ-004928,113.9,0.0481,0.99,2,16,94.4,0.0002,0
REQ-004929,106.7,0.0392,0.1,2,11,116.6,0.0256,0
REQ-004930,357.1,0.0546,2.69,3,15,135.0,0.0038,0
REQ-004931,75.6,0.0565,0.54,3,18,101.8,0.0622,0
REQ-004932,50.0,0.0186,0.25,3,14,113.0,0.0048,0
REQ-004933,128.0,0.0723,0.94,2,19,47.6,0.0211,0
REQ-004934,132.7,0.0257,0.95,2,8,61.1,0.002,0
REQ-004935,73.6,0.0306,3.94,2,18,144.9,0.037,0
REQ-004936,138.3,0.1124,3.92,2,7,119.5,0.0216,0
REQ-004937,131.3,0.0273,1.82,2,19,246.0,0.0547,0
REQ-004938,185.8,0.1307,1.09,3,10,73.8,0.0032,0
REQ-004939,235.4,0.0338,0.9,1,6,102.4,0.0349,0
REQ-004940,648.8,0.4433,51.98,35,23,351.5,0.3534,1
REQ-004941,496.0,0.0087,1.26,1,20,58.8,0.0214,0
REQ-004942,247.0,0.1012,0.1,3,13,226.3,0.0399,0
REQ-004943,231.3,0.1036,0.5,1,8,187.4,0.0001,0
REQ-004944,270.4,0.0657,8.42,2,21,120.1,0.0183,0
REQ-004945,232.7,0.0972,1.67,2,15,145.8,0.0156,0
REQ-004946,50.0,0.0856,0.69,2,18,115.1,0.0068,0
REQ-004947,101.8,0.0411,0.94,1,12,112.4,0.0118,0
REQ-004948,103.3,0.0631,0.7,3,11,127.5,0.0372,0
REQ-004949,120.8,0.0409,0.35,2,20,121.4,0.0268,0
REQ-004950,335.8,0.0134,0.36,2,12,60.4,0.0083,0
REQ-004951,137.3,0.0339,2.27,2,15,107.5,0.0084,0
REQ-004952,176.0,0.0546,0.95,1,7,259.1,0.0117,0
REQ-004953,50.0,0.0755,0.25,3,10,89.3,0.0734,0
REQ-004954,154.1,0.0726,2.48,1,21,82.4,0.0968,0
REQ-004955,210.0,0.1166,0.58,1,8,114.5,0.0006,0
REQ-004956,187.7,0.072,5.87,2,14,65.3,0.0064,0
REQ-004957,600.6,0.3844,15.0,24,0,2531.9,0.7328,1
REQ-004958,128.5,0.0745,0.87,2,20,174.2,0.0467,0
REQ-004959,53.9,0.0321,2.85,1,15,71.6,0.0025,0
REQ-004960,190.8,0.0595,0.95,2,16,185.0,0.001,0
REQ-004961,131.7,0.0558,0.19,2,8,58.1,0.0315,0
REQ-004962,191.1,0.0942,1.22,1,16,92.3,0.0372,0
